datetime,stock_code,exchange_code,open,high,low,close,volume,count
2023-09-06 09:10:00,AXIBAN,NSE,981.45,981.45,981.45,981.45,3,0
2023-09-06 09:15:00,AXIBAN,NSE,981.1,981.1,978.6,980.1,331,1
2023-09-06 09:20:00,AXIBAN,NSE,981.4,983,979.85,980.3,16099,2
2023-09-06 09:25:00,AXIBAN,NSE,980.5,981,978.4,979.05,10709,3
2023-09-06 09:30:00,AXIBAN,NSE,979,979.9,978.15,979.2,9137,4
2023-09-06 09:35:00,AXIBAN,NSE,979.3,980.9,978.7,980.4,12759,5
2023-09-06 09:40:00,AXIBAN,NSE,980,981.9,980,981.35,12105,6
2023-09-06 09:45:00,AXIBAN,NSE,981.2,981.75,979.2,979.6,12566,7
2023-09-06 09:50:00,AXIBAN,NSE,979.6,980.75,979.5,980.35,9589,8
2023-09-06 09:55:00,AXIBAN,NSE,980.35,980.35,978.4,978.65,17463,9
2023-09-06 10:00:00,AXIBAN,NSE,978.9,978.9,976,976.65,12422,10
2023-09-06 10:05:00,AXIBAN,NSE,976.55,977.7,976.2,977,7216,11
2023-09-06 10:10:00,AXIBAN,NSE,977.15,977.85,976.15,976.9,13685,12
2023-09-06 10:15:00,AXIBAN,NSE,977.2,978.6,976.2,978.25,8966,13
2023-09-06 10:20:00,AXIBAN,NSE,978.45,979.8,978.25,979.8,7819,14
2023-09-06 10:25:00,AXIBAN,NSE,979.8,980.4,978.65,979.85,12944,15
2023-09-06 10:30:00,AXIBAN,NSE,979.6,979.95,978.05,978.15,11338,16
2023-09-06 10:35:00,AXIBAN,NSE,978.5,979.55,977.95,979.2,11704,17
2023-09-06 10:40:00,AXIBAN,NSE,979.2,979.75,978,978.4,13894,18
2023-09-06 10:45:00,AXIBAN,NSE,978.3,978.65,976.5,976.8,7752,19
2023-09-06 10:50:00,AXIBAN,NSE,977.25,978.45,976.1,976.7,16580,20
2023-09-06 10:55:00,AXIBAN,NSE,976.7,976.9,975.75,976,20368,21
2023-09-06 11:00:00,AXIBAN,NSE,976.15,976.15,974.4,974.9,9626,22
2023-09-06 11:05:00,AXIBAN,NSE,974.9,975.4,974.2,975.3,4812,23
2023-09-06 11:10:00,AXIBAN,NSE,975.3,975.75,974.65,975.5,6227,24
2023-09-06 11:15:00,AXIBAN,NSE,975.45,976.4,974.45,975.25,11611,25
2023-09-06 11:20:00,AXIBAN,NSE,975.3,976.9,975.05,976.3,9329,26
2023-09-06 11:25:00,AXIBAN,NSE,976.3,976.65,973.5,973.6,7088,27
2023-09-06 11:30:00,AXIBAN,NSE,973.65,974.1,973.2,973.45,14783,28
2023-09-06 11:35:00,AXIBAN,NSE,973.45,973.45,972.45,973.1,11730,29
2023-09-06 11:40:00,AXIBAN,NSE,973.1,973.45,971,971.65,13155,30
2023-09-06 11:45:00,AXIBAN,NSE,972,972,971.25,971.75,7503,31
2023-09-06 11:50:00,AXIBAN,NSE,971.8,972,970.1,970.65,8388,32
2023-09-06 11:55:00,AXIBAN,NSE,970.65,971.4,970.5,970.8,12032,33
2023-09-06 12:00:00,AXIBAN,NSE,970.8,971.25,970.15,971,7844,34
2023-09-06 12:05:00,AXIBAN,NSE,971.3,971.9,970.05,970.05,7004,35
2023-09-06 12:10:00,AXIBAN,NSE,970.1,970.45,969.7,970.05,7417,36
2023-09-06 12:15:00,AXIBAN,NSE,970.05,971.5,970,971.3,4679,37
2023-09-06 12:20:00,AXIBAN,NSE,971.2,971.45,970.55,970.55,4674,38
2023-09-06 12:25:00,AXIBAN,NSE,970.55,971.9,970.1,970.3,7178,39
2023-09-06 12:30:00,AXIBAN,NSE,970.25,970.45,969.7,970.25,7923,40
2023-09-06 12:35:00,AXIBAN,NSE,970.45,970.95,970.15,970.55,6981,41
2023-09-06 12:40:00,AXIBAN,NSE,970.55,971.25,970.1,970.1,8849,42
2023-09-06 12:45:00,AXIBAN,NSE,970.25,970.5,969.75,970.4,4455,43
2023-09-06 12:50:00,AXIBAN,NSE,970.4,970.85,970.25,970.75,3914,44
2023-09-06 12:55:00,AXIBAN,NSE,970.75,971.15,970.25,970.3,3312,45
2023-09-06 13:00:00,AXIBAN,NSE,970.35,970.95,970.25,970.5,4220,46
2023-09-06 13:05:00,AXIBAN,NSE,970.55,970.9,970.35,970.55,2162,47
2023-09-06 13:10:00,AXIBAN,NSE,970.55,970.8,970.1,970.15,7295,48
2023-09-06 13:15:00,AXIBAN,NSE,970.15,970.8,970,970.6,30840,49
2023-09-06 13:20:00,AXIBAN,NSE,970.6,972.2,970.55,972.2,7545,50
2023-09-06 13:25:00,AXIBAN,NSE,972.15,972.2,969.3,969.45,11285,51
2023-09-06 13:30:00,AXIBAN,NSE,969.45,969.5,967.85,968.85,14283,52
2023-09-06 13:35:00,AXIBAN,NSE,968.9,969.95,966.7,967.1,9904,53
2023-09-06 13:40:00,AXIBAN,NSE,967.2,968.9,966.5,968.8,18260,54
2023-09-06 13:45:00,AXIBAN,NSE,968.8,970,968.55,969.5,10382,55
2023-09-06 13:50:00,AXIBAN,NSE,969.5,969.95,967.7,969.85,10465,56
2023-09-06 13:55:00,AXIBAN,NSE,969.8,970,968.05,968.8,5204,57
2023-09-06 14:00:00,AXIBAN,NSE,968.85,969.95,968,968.45,5514,58
2023-09-06 14:05:00,AXIBAN,NSE,968.55,969.5,967.3,967.3,9657,59
2023-09-06 14:10:00,AXIBAN,NSE,967.35,967.4,965.95,966.1,11665,60
2023-09-06 14:15:00,AXIBAN,NSE,966,967.05,965.85,966.35,12911,61
2023-09-06 14:20:00,AXIBAN,NSE,966.65,968.6,966.05,968.2,10523,62
2023-09-06 14:25:00,AXIBAN,NSE,968.15,968.15,966.05,966.2,14946,63
2023-09-06 14:30:00,AXIBAN,NSE,966.2,966.6,965.55,965.7,22150,64
2023-09-06 14:35:00,AXIBAN,NSE,965.7,966.85,964.9,966.05,12377,65
