datetime,stock_code,exchange_code,open,high,low,close,volume,count
2023-09-05 13:40:00,TATSTE,NSE,130.4,130.65,130.35,130.55,6570,54
2023-09-05 13:45:00,TATSTE,NSE,130.55,130.65,130.3,130.3,7274,55
2023-09-05 13:50:00,TATSTE,NSE,130.3,130.45,130.2,130.4,6811,56
2023-09-05 13:55:00,TATSTE,NSE,130.4,130.6,130.4,130.55,7620,57
2023-09-05 14:00:00,TATSTE,NSE,130.55,130.6,130.45,130.5,7663,58
2023-09-05 14:05:00,TATSTE,NSE,130.55,130.95,130.5,130.8,47306,59
2023-09-05 14:10:00,TATSTE,NSE,130.85,130.9,130.65,130.7,13239,60
2023-09-05 14:15:00,TATSTE,NSE,130.7,130.8,130.55,130.75,12111,61
2023-09-05 14:20:00,TATSTE,NSE,130.7,131.5,130.65,131.3,19395,62
2023-09-05 14:25:00,TATSTE,NSE,131.25,131.3,130.9,130.95,36152,63
2023-09-05 14:30:00,TATSTE,NSE,130.95,131.1,130.9,131.1,5840,64
2023-09-05 14:35:00,TATSTE,NSE,131.05,131.25,131,131,21147,65
2023-09-05 14:40:00,TATSTE,NSE,131,131.2,131,131.15,5472,66
2023-09-05 14:45:00,TATSTE,NSE,131.15,131.45,131.1,131.4,26769,67
2023-09-05 14:50:00,TATSTE,NSE,131.45,132.45,131.4,132.3,44115,68
2023-09-05 14:55:00,TATSTE,NSE,132.35,132.35,131.8,131.95,18522,69
2023-09-05 15:00:00,TATSTE,NSE,131.95,131.95,131.7,131.9,7270,70
2023-09-05 15:05:00,TATSTE,NSE,131.85,131.9,131.5,131.55,17745,71
2023-09-05 15:10:00,TATSTE,NSE,131.5,131.75,131.5,131.75,19267,72
2023-09-05 15:15:00,TATSTE,NSE,131.7,131.9,131.7,131.7,8761,73
2023-09-05 15:20:00,TATSTE,NSE,131.75,131.9,131.7,131.9,24656,74
2023-09-05 15:25:00,TATSTE,NSE,131.85,131.9,131.55,131.65,32934,75
2023-09-05 15:30:00,TATSTE,NSE,131.65,131.75,131.6,131.75,12600,76
2023-09-05 15:40:00,TATSTE,NSE,131.7,131.7,131.7,131.7,4185,77
2023-09-05 15:45:00,TATSTE,NSE,131.7,131.7,131.7,131.7,8433,78
2023-09-05 15:50:00,TATSTE,NSE,131.7,131.7,131.7,131.7,4239,79
2023-09-05 15:55:00,TATSTE,NSE,131.7,131.7,131.7,131.7,1588,80
2023-09-05 16:00:00,TATSTE,NSE,131.7,131.7,131.7,131.7,2741,81
2023-09-06 09:10:00,TATSTE,NSE,132.4,132.4,132.4,132.4,5,82
2023-09-06 09:15:00,TATSTE,NSE,131.9,131.9,131.7,131.75,3785,83
2023-09-06 09:20:00,TATSTE,NSE,132,132,131.05,131.15,16970,84
2023-09-06 09:25:00,TATSTE,NSE,131.2,131.2,130.7,130.7,25223,85
2023-09-06 09:30:00,TATSTE,NSE,130.8,131,130.5,130.5,1501,86
2023-09-06 09:35:00,TATSTE,NSE,130.55,130.6,130.35,130.55,20627,87
2023-09-06 09:40:00,TATSTE,NSE,130.5,130.7,130.3,130.4,11684,88
2023-09-06 09:45:00,TATSTE,NSE,130.4,130.8,130.4,130.5,9816,89
2023-09-06 09:50:00,TATSTE,NSE,130.5,130.5,130.05,130.15,13145,90
2023-09-06 09:55:00,TATSTE,NSE,130.1,130.15,130,130.1,13397,91
2023-09-06 10:00:00,TATSTE,NSE,130.05,130.1,129.85,130,18250,92
2023-09-06 10:05:00,TATSTE,NSE,129.9,130.15,129.85,130.1,14797,93
2023-09-06 10:10:00,TATSTE,NSE,130.2,130.45,130.05,130.4,14789,94
2023-09-06 10:15:00,TATSTE,NSE,130.4,130.4,130.05,130.1,4402,95
2023-09-06 10:20:00,TATSTE,NSE,130.1,130.2,130,130.2,8075,96
2023-09-06 10:25:00,TATSTE,NSE,130.25,130.3,129.85,129.95,14600,97
2023-09-06 10:30:00,TATSTE,NSE,129.85,130,129.75,129.75,21100,98
2023-09-06 10:35:00,TATSTE,NSE,129.7,130,129.7,129.85,10146,99
2023-09-06 10:40:00,TATSTE,NSE,129.85,129.95,129.85,129.9,2505,100
2023-09-06 10:45:00,TATSTE,NSE,129.9,129.95,129.8,129.95,8061,101
2023-09-06 10:50:00,TATSTE,NSE,129.9,130,129.8,129.9,7090,102
2023-09-06 10:55:00,TATSTE,NSE,129.9,129.9,129.7,129.75,10779,103
2023-09-06 11:00:00,TATSTE,NSE,129.75,129.8,129.55,129.6,2039,104
2023-09-06 11:05:00,TATSTE,NSE,129.6,129.6,129.4,129.45,27479,105
2023-09-06 11:10:00,TATSTE,NSE,129.4,129.65,129.4,129.4,17362,106
2023-09-06 11:15:00,TATSTE,NSE,129.45,129.45,129.2,129.4,10274,107
2023-09-06 11:20:00,TATSTE,NSE,129.4,129.45,129,129.15,15343,108
2023-09-06 11:25:00,TATSTE,NSE,129.1,129.15,129,129.1,24971,109
2023-09-06 11:30:00,TATSTE,NSE,129.15,129.4,129.1,129.4,17085,110
2023-09-06 11:35:00,TATSTE,NSE,129.35,129.4,129.2,129.25,10837,111
2023-09-06 11:40:00,TATSTE,NSE,129.2,129.25,129,129.05,2554,112
2023-09-06 11:45:00,TATSTE,NSE,129.05,129.05,128.5,128.6,13915,113
2023-09-06 11:50:00,TATSTE,NSE,128.75,128.9,128.65,128.8,17718,114
2023-09-06 11:55:00,TATSTE,NSE,128.8,129,128.8,129,22165,115
2023-09-06 12:00:00,TATSTE,NSE,129,129,128.8,128.95,13172,116
2023-09-06 12:05:00,TATSTE,NSE,128.95,129,128.9,129,23358,117
2023-09-06 12:10:00,TATSTE,NSE,129,129.2,128.9,129.15,20394,118
2023-09-06 12:15:00,TATSTE,NSE,129.15,129.4,129.1,129.4,35799,119
2023-09-06 12:20:00,TATSTE,NSE,129.35,129.35,129.05,129.15,20839,120
2023-09-06 12:25:00,TATSTE,NSE,129.15,129.25,128.95,129,20137,121
2023-09-06 12:30:00,TATSTE,NSE,129,129,128.9,128.95,25749,122
2023-09-06 12:35:00,TATSTE,NSE,128.95,129,128.9,128.95,15598,123
2023-09-06 12:40:00,TATSTE,NSE,128.95,129,128.8,128.85,14822,124
2023-09-06 12:45:00,TATSTE,NSE,128.85,128.9,128.5,128.55,19354,125
2023-09-06 12:50:00,TATSTE,NSE,128.6,128.75,128.6,128.7,31999,126
2023-09-06 12:55:00,TATSTE,NSE,128.7,128.85,128.6,128.85,14509,127
2023-09-06 13:00:00,TATSTE,NSE,128.85,128.95,128.7,128.85,19699,128
2023-09-06 13:05:00,TATSTE,NSE,128.85,129,128.8,128.9,10896,129
2023-09-06 13:10:00,TATSTE,NSE,128.9,129.15,128.8,129.15,16863,130
2023-09-06 13:15:00,TATSTE,NSE,129.15,129.15,129,129.05,17751,131
2023-09-06 13:20:00,TATSTE,NSE,129.1,129.15,128.9,129,9022,132
2023-09-06 13:25:00,TATSTE,NSE,128.9,129.15,128.9,128.9,39072,133
2023-09-06 13:30:00,TATSTE,NSE,128.95,129.25,128.9,129.25,12177,134
2023-09-06 13:35:00,TATSTE,NSE,129.35,129.35,129.1,129.15,16365,135
2023-09-06 13:40:00,TATSTE,NSE,129.15,129.25,129,129.15,6182,136
2023-09-06 13:45:00,TATSTE,NSE,129.15,129.2,129,129.05,7042,137
2023-09-06 13:50:00,TATSTE,NSE,129.1,129.1,128.8,128.9,10936,138
2023-09-06 13:55:00,TATSTE,NSE,128.95,128.95,128.8,128.85,16072,139
2023-09-06 14:00:00,TATSTE,NSE,128.9,128.9,128.6,128.7,34369,140
2023-09-06 14:05:00,TATSTE,NSE,128.8,128.8,128.55,128.6,39845,141
2023-09-06 14:10:00,TATSTE,NSE,128.6,128.75,128.55,128.7,24763,142
2023-09-06 14:15:00,TATSTE,NSE,128.7,128.7,128.25,128.35,39537,143
2023-09-06 14:20:00,TATSTE,NSE,128.35,129,128.35,128.9,35643,144
2023-09-06 14:25:00,TATSTE,NSE,128.85,129,128.8,128.85,36062,145
2023-09-06 14:30:00,TATSTE,NSE,128.85,129,128.8,129,19116,146
2023-09-06 14:35:00,TATSTE,NSE,128.95,129.35,128.95,129.25,26636,147
2023-09-06 14:40:00,TATSTE,NSE,129.2,129.2,129,129.1,32562,148
2023-09-06 14:45:00,TATSTE,NSE,129.1,129.25,129.05,129.15,21497,149
2023-09-06 14:50:00,TATSTE,NSE,129.05,129.1,128.8,128.9,28547,150
2023-09-06 14:55:00,TATSTE,NSE,128.95,129.05,128.8,128.9,23009,151
2023-09-06 15:00:00,TATSTE,NSE,128.95,129.1,128.85,129.05,15431,152
2023-09-06 15:05:00,TATSTE,NSE,129.2,129.7,129.15,129.7,79365,153
2023-09-06 15:10:00,TATSTE,NSE,129.65,129.9,129.6,129.7,61636,154
2023-09-06 15:15:00,TATSTE,NSE,129.7,129.8,129.45,129.55,55562,155
2023-09-06 15:20:00,TATSTE,NSE,129.55,129.75,129.45,129.6,63775,156
2023-09-06 15:25:00,TATSTE,NSE,129.55,129.7,129.45,129.55,52780,157
2023-09-06 15:30:00,TATSTE,NSE,129.5,129.6,129.35,129.45,66516,158
2023-09-06 15:40:00,TATSTE,NSE,129.6,129.6,129.6,129.6,632,159
2023-09-06 15:45:00,TATSTE,NSE,129.6,129.6,129.6,129.6,5341,160
2023-09-06 15:50:00,TATSTE,NSE,129.6,129.6,129.6,129.6,5688,161
2023-09-06 15:55:00,TATSTE,NSE,129.6,129.6,129.6,129.6,2193,162
2023-09-06 16:00:00,TATSTE,NSE,129.6,129.6,129.6,129.6,1286,163
